review_id,product_id,order_id,rating,title,review_date,verified_purchase,helpful_votes,reported
777086,361385,529473,3,Very good quality,2022-03-31,True,39,False
751741,388452,510149,5,Great product!,2022-07-30,True,73,False
749688,343207,538039,5,Highly recommend,2021-08-13,True,18,False
752578,397671,582304,4,Works as advertised,2024-02-15,True,38,False
706699,344396,589817,5,Disappointed,2023-12-30,True,110,False
707514,353492,599862,4,Could be better,2024-08-25,True,87,False
735839,318894,581231,5,Highly recommend,2021-12-31,True,5,False
735258,309632,591503,5,Not what I expected,2022-10-13,True,20,False
781294,358115,528720,1,Good value,2024-10-21,True,102,False
747127,382325,503473,5,Great product!,2022-12-19,True,41,False
726220,303379,522388,2,Disappointed,2023-09-09,True,77,False
751864,339893,510479,4,Solid build quality,2024-10-21,True,50,False
783922,359878,526205,3,Could be better,2023-07-31,True,19,False
722481,311813,586381,5,Solid build quality,2024-10-24,True,22,False
725172,370701,580735,4,Average quality,2021-08-21,True,80,False
771328,391521,588539,3,Great product!,2024-03-01,True,85,False
759454,369541,503211,1,Love it!,2023-05-25,True,92,False
787527,391289,584936,1,Not what I expected,2022-07-21,True,106,False
700521,349941,501103,4,Exactly as described,2022-11-19,True,67,False
764564,397594,546284,5,Average quality,2022-04-20,True,101,False
734919,369027,545922,2,Great product!,2024-02-11,True,104,False
784199,390476,590011,4,Five stars,2021-12-14,True,108,False
771509,386400,554876,4,Average quality,2024-10-12,True,40,False
702420,385175,521177,2,Perfect gift,2024-06-06,True,72,False
714733,308799,505896,5,Very good quality,2022-05-28,True,89,False
755075,397880,529994,5,Solid build quality,2022-11-01,True,115,False
759846,312739,529874,3,Exactly as described,2022-09-17,True,75,False
777250,342992,531097,1,Not what I expected,2022-05-21,True,108,False
773895,322946,596750,5,Very good quality,2022-11-17,True,7,False
747086,334737,590871,1,Exactly as described,2023-10-24,True,117,False
747227,318964,521614,2,Disappointed,2021-12-03,True,43,False
743569,317927,580653,4,Great product!,2021-05-23,True,52,False
728198,317054,553354,5,Average quality,2022-08-12,True,113,False
792163,395236,592573,4,Not what I expected,2024-01-23,True,111,False
701027,349986,585161,5,Love it!,2021-06-02,True,63,False
799884,391655,565039,3,Great product!,2023-04-10,True,52,False
770799,316540,584405,4,Exactly as described,2024-06-01,True,42,False
779423,304705,552220,4,Not what I expected,2023-06-29,True,84,False
724981,381381,580863,4,Could be better,2023-12-30,True,11,False
731459,359878,568491,5,Love it!,2021-08-17,True,112,False
771142,384889,508593,3,"Fast shipping, good product",2024-03-29,True,86,False
703452,348843,503407,5,Would buy again,2023-11-23,True,79,False
735225,334362,575012,2,Solid build quality,2022-06-05,True,33,False
703779,372384,510144,4,Works as advertised,2022-05-16,True,1,False
762538,316011,528887,5,Love it!,2022-05-20,True,80,False
758211,370329,537025,5,Good value,2024-08-14,True,82,False
723747,318449,507535,5,Works as advertised,2024-03-21,True,30,False
769140,345236,529162,5,Great product!,2023-02-21,True,17,False
701012,354524,553154,4,Love it!,2023-12-12,True,71,False
742569,366550,519967,4,Love it!,2022-03-22,True,43,False
754672,387177,572703,5,Five stars,2022-10-26,True,8,False
725287,350422,550047,5,Disappointed,2023-03-09,True,13,False
715499,330162,568235,2,Highly recommend,2022-11-29,True,37,False
778807,385814,571467,2,Good value,2022-11-02,True,55,False
793447,357711,525948,5,Love it!,2023-07-18,True,6,False
731194,379806,507049,4,Not what I expected,2022-06-26,True,54,False
759034,311836,591503,4,Disappointed,2022-09-17,True,107,False
729946,316614,520285,4,Could be better,2023-11-17,True,16,False
775344,390964,595933,3,Very good quality,2022-09-29,True,29,False
741395,339251,526011,5,Perfect gift,2021-10-02,True,113,False
744432,392260,555881,5,Five stars,2021-06-18,True,13,False
742493,310589,579128,5,Solid build quality,2021-09-19,True,16,False
749291,399991,592080,5,Would buy again,2024-07-31,True,42,False
787620,364923,576513,1,Exceeded expectations,2023-08-17,True,10,False
776500,363483,518094,4,Exceeded expectations,2021-09-06,True,90,False
757328,354387,517613,5,Highly recommend,2024-02-26,True,79,False
735496,388395,510008,2,Good value,2024-06-01,True,9,False
772603,337072,502101,4,Decent for the price,2024-03-12,True,39,False
727511,304705,596448,2,Great product!,2022-10-24,True,100,False
774692,361797,564571,5,"Fast shipping, good product",2021-05-04,True,91,False
781491,393032,545935,3,Disappointed,2023-08-05,True,69,False
797639,382325,558414,5,Not what I expected,2023-10-31,True,23,False
785582,305720,563789,5,Very good quality,2021-08-15,True,93,False
746388,315915,537727,3,Perfect gift,2022-07-17,True,35,False
765816,390476,506084,5,Good value,2024-03-23,True,8,False
784708,383746,538296,3,"Fast shipping, good product",2024-05-10,True,97,False
738390,370807,500758,4,Perfect gift,2021-11-04,True,89,False
768011,361894,560864,4,"Fast shipping, good product",2023-12-12,True,60,False
728399,390794,515626,2,Not what I expected,2022-05-24,True,77,False
705409,349941,543384,4,"Fast shipping, good product",2022-03-13,True,26,False
701666,376931,518326,4,Good value,2022-07-07,True,55,False
736045,309807,533013,5,Disappointed,2024-06-09,True,52,False
702472,326896,587041,4,Highly recommend,2024-08-12,True,65,False
729955,342516,509953,5,Perfect gift,2022-07-07,True,101,False
763937,316505,581090,4,Five stars,2024-09-13,True,50,False
707726,323021,578934,4,Very good quality,2023-02-13,True,27,False
774194,358287,523555,5,Could be better,2022-05-22,True,27,False
788371,301231,532302,5,Could be better,2022-03-21,True,93,False
773753,342622,503776,5,Not what I expected,2021-06-17,True,8,False
749304,386363,502966,3,Very good quality,2023-04-08,True,26,False
772382,387881,549068,5,Good value,2022-03-31,True,43,False
788777,371643,566352,5,Decent for the price,2023-11-08,True,110,False
772973,355936,507289,5,Would buy again,2021-06-09,True,89,False
712786,376931,535666,5,Highly recommend,2023-01-04,True,67,False
773140,399536,511719,3,Perfect gift,2024-02-22,True,102,False
748711,370592,557783,2,Very good quality,2024-10-10,True,99,False
713566,306868,584152,3,Would buy again,2023-04-11,True,50,False
770662,306868,555423,5,Not what I expected,2021-12-29,True,73,False
761651,317927,558186,5,Not what I expected,2021-04-26,True,74,False
714860,352640,529206,5,Exactly as described,2023-04-03,True,52,False
747462,384889,584647,3,Exactly as described,2022-05-22,True,101,False
731632,342219,583330,4,Great product!,2023-11-20,True,49,False
738640,389539,515009,4,Good value,2023-09-22,True,30,False
757144,330647,537722,1,Not what I expected,2022-03-06,True,109,False
764081,353476,564127,5,Exceeded expectations,2022-11-15,True,90,False
734002,308799,576613,2,Decent for the price,2021-03-02,True,19,False
717252,376869,500649,5,Exceeded expectations,2022-09-09,True,92,False
762951,329571,574532,4,Good value,2024-04-25,True,63,False
728830,365771,502591,5,Good value,2022-04-05,True,36,False
756719,304852,593109,5,"Fast shipping, good product",2022-09-12,True,30,False
721318,386363,574770,2,Perfect gift,2021-07-22,True,98,False
769318,336208,550641,2,Disappointed,2021-10-14,True,66,False
718984,353736,561937,5,Five stars,2023-08-29,True,98,False
721643,312656,571146,4,Exactly as described,2023-03-24,True,43,False
764632,348566,566462,5,Exceeded expectations,2023-11-30,True,103,False
769070,392260,554859,4,Good value,2024-03-10,True,51,False
704923,355872,579588,4,Perfect gift,2024-08-29,True,88,False
707687,319936,502126,5,Not what I expected,2023-02-01,True,99,False
773981,347453,549516,4,Exactly as described,2024-01-24,True,37,False
793641,305683,506423,3,Five stars,2023-09-12,True,43,False
762587,395321,577822,3,Would buy again,2021-05-13,True,41,False
762315,366616,575276,5,Could be better,2022-05-06,True,66,False
799551,373584,593565,4,Decent for the price,2024-04-17,True,47,False
727970,319080,563882,4,Could be better,2021-11-23,True,62,False
712410,397609,585261,1,Five stars,2021-04-30,True,20,False
767453,359609,563321,4,Solid build quality,2022-07-16,True,52,True
751973,328305,554725,4,Five stars,2023-08-04,True,78,False
712981,308285,530312,5,Perfect gift,2024-01-05,True,83,False
743111,359186,525022,5,Great product!,2022-06-02,True,2,False
742746,379730,597454,1,Average quality,2022-01-19,True,82,False
719732,304082,554285,4,Would buy again,2024-06-12,True,21,False
777378,374000,545954,4,Good value,2024-05-13,True,104,False
758077,304288,538463,2,Highly recommend,2022-07-12,True,37,False
707429,366616,541158,5,Exactly as described,2021-06-19,True,105,False
730663,388125,582593,4,Very good quality,2022-09-02,True,109,True
744974,394481,563860,5,Great product!,2024-02-22,True,36,False
721266,347823,540917,1,Highly recommend,2022-10-04,True,35,False
797277,326111,569167,3,Disappointed,2021-12-11,True,68,False
743669,331365,577663,5,Very good quality,2022-11-05,True,5,False
736622,339893,575909,3,Decent for the price,2024-01-17,True,18,False
760681,361537,566022,4,Average quality,2021-08-11,True,61,False
713427,334663,525933,4,Very good quality,2021-12-21,True,34,False
716662,312978,568186,4,Not what I expected,2024-07-21,True,73,False
710511,312219,552222,4,Highly recommend,2021-12-23,True,27,False
770738,316505,517224,4,Perfect gift,2021-01-30,True,1,False
775547,323600,508489,1,Five stars,2022-06-29,True,75,False
716076,354935,579705,1,Decent for the price,2021-10-30,True,14,False
720522,354524,523627,4,Could be better,2021-07-07,True,73,False
783015,312015,562238,5,Decent for the price,2022-11-28,True,30,False
758189,397853,565980,3,Love it!,2022-12-16,True,42,False
796319,361385,548183,5,"Fast shipping, good product",2024-07-20,True,120,False
784105,339599,559984,2,Very good quality,2024-08-28,True,117,False
722949,392435,555800,5,Would buy again,2021-11-10,True,112,False
751751,359186,506807,2,Decent for the price,2023-10-25,True,71,False
793280,365836,523631,5,Exceeded expectations,2021-10-15,True,62,False
797130,391983,523032,3,Great product!,2021-08-23,True,61,False
787068,360455,597964,5,Exactly as described,2024-04-15,True,17,False
794223,334737,585445,5,Great product!,2023-10-26,True,86,False
793000,397290,555144,4,Works as advertised,2022-06-18,True,14,False
712051,329949,571351,5,Solid build quality,2023-08-11,True,62,False
724542,377812,550859,5,Exceeded expectations,2022-07-14,True,113,False
778447,317054,580608,2,Five stars,2021-11-22,True,9,False
703263,317275,596346,3,Would buy again,2021-07-18,True,110,False
752544,349060,510089,5,Would buy again,2023-01-15,True,85,False
723930,358153,512537,5,Great product!,2023-04-03,True,95,False
711172,359441,593015,5,Good value,2022-06-29,True,111,False
722963,312999,540470,5,Could be better,2022-09-30,True,18,False
767272,330647,579692,4,Solid build quality,2023-05-11,True,46,False
793149,359186,539340,4,Love it!,2021-06-25,True,70,False
707597,330539,519297,3,Would buy again,2024-10-24,True,50,False
703566,317038,595091,1,Highly recommend,2022-07-20,True,68,False
721536,388389,525533,5,Would buy again,2022-10-17,True,87,False
735859,317781,534023,3,Great product!,2023-11-25,True,53,False
779072,302068,522944,5,Decent for the price,2021-09-26,True,21,False
749732,322280,599688,4,Exactly as described,2021-06-27,True,19,False
791868,312219,534095,4,Great product!,2022-09-23,True,62,False
761245,333408,598767,2,Great product!,2022-10-02,True,119,False
772952,361537,538829,5,Very good quality,2022-04-13,True,45,False
714363,338696,576530,4,Perfect gift,2024-06-22,True,118,False
769345,394692,503007,5,Decent for the price,2023-02-27,True,58,False
757094,302068,505407,2,Five stars,2021-07-09,True,88,False
726348,310350,536350,5,Average quality,2022-05-02,True,97,False
706901,315915,504147,4,Decent for the price,2021-07-17,True,11,False
726343,326111,543194,5,Exactly as described,2021-04-11,True,59,False
768912,392459,530814,5,Disappointed,2022-07-28,True,57,False
717537,309632,558414,4,Works as advertised,2023-10-30,True,115,False
762516,359600,510878,5,Would buy again,2024-08-23,True,73,False
754732,333681,569388,4,Disappointed,2022-04-21,True,45,False
779127,331300,505163,5,Disappointed,2021-07-15,True,108,False
799666,388815,547091,5,Solid build quality,2024-03-02,True,8,False
793467,317172,599374,4,Disappointed,2024-10-04,True,87,False
706952,315915,526884,5,Highly recommend,2023-11-05,True,106,False
757226,372384,536748,5,Great product!,2022-11-20,True,21,False
762899,387177,553272,1,Love it!,2022-10-23,True,115,False
736823,355176,504121,5,Exactly as described,2023-02-18,True,119,False
771700,379569,536748,3,Good value,2022-11-08,True,39,False
783164,343515,526627,2,Highly recommend,2021-06-04,True,43,False
789632,320758,534564,4,"Fast shipping, good product",2023-01-22,True,36,False
770157,312015,599213,4,Highly recommend,2024-05-23,True,97,False
783336,345293,542464,5,Very good quality,2024-04-19,True,97,False
727388,352089,579287,1,Great product!,2024-10-11,True,98,False
723933,353736,588513,1,Highly recommend,2023-07-25,True,7,False
750682,309807,576648,5,Would buy again,2024-02-26,True,105,False
710085,334663,505211,5,Could be better,2023-12-02,True,31,False
790015,384889,544444,3,Would buy again,2023-03-28,True,54,False
738533,350196,578604,5,Good value,2021-03-07,True,75,False
743622,359469,508242,5,Very good quality,2024-01-11,True,70,False
718384,347537,564811,5,Solid build quality,2022-04-28,True,12,False
787925,339210,557924,5,Disappointed,2021-04-24,True,8,False
711795,318320,542187,5,Perfect gift,2022-12-07,True,56,False
771208,368937,534667,5,Five stars,2024-06-09,True,14,False
777111,317927,511108,4,Would buy again,2024-09-30,True,13,False
714915,343064,555178,4,Perfect gift,2021-02-05,True,120,False
774745,314150,523431,5,Works as advertised,2024-11-09,True,85,False
760640,359890,528047,4,Decent for the price,2021-10-30,True,66,False
731943,387881,589717,4,Not what I expected,2023-05-27,True,35,False
772278,397290,557350,5,Would buy again,2021-03-18,True,10,False
751625,329038,554876,3,Works as advertised,2024-10-17,True,115,False
706423,335018,580900,1,Solid build quality,2023-07-01,True,81,False
731510,395164,594566,4,Solid build quality,2022-06-25,True,106,False
730102,326111,557082,2,Average quality,2023-02-19,True,92,False
752961,387819,589495,3,Disappointed,2024-10-28,True,9,False
728316,348147,581877,4,Five stars,2024-07-31,True,1,False
764907,362163,535422,2,"Fast shipping, good product",2024-02-21,True,48,False
756574,353492,538045,4,Would buy again,2024-09-26,True,82,False
743526,317054,559413,5,Decent for the price,2021-11-06,True,100,False
755725,365836,552436,4,Perfect gift,2022-07-02,True,112,False
788567,390476,531312,2,Could be better,2024-06-11,True,1,False
719838,354459,599782,1,Perfect gift,2022-11-21,True,24,False
729246,326896,583775,1,Would buy again,2021-11-23,True,35,False
730771,376869,534669,4,Solid build quality,2023-11-18,True,67,False
704599,373048,514399,5,Solid build quality,2021-06-22,True,100,False
737858,399991,557350,4,Average quality,2021-02-17,True,116,False
778173,388125,515789,4,"Fast shipping, good product",2023-11-19,True,90,False
734430,331091,505716,3,Not what I expected,2022-08-12,True,54,False
765543,312735,533877,5,Would buy again,2022-08-10,True,99,False
701441,382345,575478,4,Average quality,2021-03-15,True,78,False
704580,371643,535955,3,Good value,2024-10-06,True,6,False
735271,397818,517685,2,Five stars,2023-10-26,True,35,False
735159,339535,510794,5,Average quality,2024-04-20,True,76,False
792535,361385,525989,4,Highly recommend,2023-09-11,True,27,False
780894,383611,526902,1,Disappointed,2021-08-13,True,57,False
733427,301947,559522,4,Good value,2022-05-21,True,78,False
733179,331091,511526,5,Great product!,2023-03-17,True,102,False
734528,336666,573721,5,Disappointed,2021-09-30,True,84,False
725071,395631,550047,5,"Fast shipping, good product",2023-02-08,True,46,False
796284,393343,572478,4,Exactly as described,2022-10-20,True,25,False
713541,352098,561699,4,Average quality,2024-06-29,True,42,False
716821,316614,596346,5,Good value,2021-07-01,True,15,False
709375,387881,583255,5,Solid build quality,2023-02-26,True,105,False
741262,329015,575051,5,Exceeded expectations,2021-01-27,True,107,False
740893,373048,548920,4,Love it!,2022-03-07,True,75,False
722898,314201,554876,4,"Fast shipping, good product",2024-09-27,True,54,False
773947,397735,533046,5,Perfect gift,2023-12-29,True,53,False
798381,330647,574122,5,Disappointed,2023-07-27,True,71,False
729068,308799,576586,5,Great product!,2023-08-08,True,34,False
754531,322838,589824,4,Not what I expected,2022-03-21,True,93,False
774590,346179,577265,4,Five stars,2022-04-03,True,117,False
752770,364260,500731,4,Highly recommend,2023-08-28,True,65,False
768182,304082,541050,5,Highly recommend,2024-02-25,True,79,False
710234,312999,582593,5,Works as advertised,2022-09-30,True,22,False
752979,301947,580513,3,Would buy again,2024-06-21,True,46,False
764177,361537,524344,5,Good value,2024-04-13,True,117,False
741319,308285,536780,4,Could be better,2024-08-05,True,115,False
734604,342176,542067,2,Disappointed,2021-10-19,True,1,False
799914,331091,575574,4,Great product!,2023-04-20,True,31,False
774565,379482,548610,3,Exactly as described,2021-12-17,True,93,False
783717,320253,571786,4,Exactly as described,2021-10-24,True,60,False
718783,339893,552215,5,Five stars,2022-01-08,True,97,False
786040,387881,539755,5,Great product!,2024-03-09,True,93,False
758677,342516,507073,4,Could be better,2021-10-29,True,73,False
711689,302875,502135,5,Disappointed,2021-02-10,True,6,False
763041,397880,552708,5,Average quality,2023-07-27,True,102,False
772292,397605,550356,3,Perfect gift,2023-11-20,True,34,False
712155,397290,507258,5,Perfect gift,2021-12-24,True,111,False
732700,377356,584093,3,Five stars,2022-06-30,True,9,False
769633,335838,509411,5,Would buy again,2022-06-16,True,87,False
782034,393032,584179,5,Decent for the price,2023-01-14,True,68,False
732198,354460,541151,4,Works as advertised,2024-09-12,True,10,False
740570,390794,555694,4,Could be better,2021-07-18,True,39,False
749439,346955,513513,5,Would buy again,2022-05-02,True,53,False
746001,355936,568186,4,Disappointed,2024-08-17,True,107,False
741445,313173,536421,5,Disappointed,2022-03-26,True,11,False
758616,320006,533566,4,Decent for the price,2021-03-31,True,76,False
740964,342622,530675,3,Solid build quality,2023-06-06,True,104,False
721227,381691,532758,2,"Fast shipping, good product",2024-10-09,True,31,False
736815,343064,515789,5,Average quality,2024-01-08,True,97,False
788294,340963,526992,2,Not what I expected,2024-06-20,True,75,False
720968,313022,575301,5,Good value,2021-03-29,True,6,False
791337,335838,556112,5,Good value,2021-08-29,True,38,False
787644,383611,580022,5,Not what I expected,2023-09-27,True,107,False
764141,330775,560144,4,Five stars,2023-12-02,True,19,False
744768,330947,590086,5,Perfect gift,2021-08-06,True,20,False
796275,393032,589471,5,Good value,2022-10-01,True,23,False
772000,384109,577601,5,Very good quality,2023-07-21,True,47,False
754446,355615,531420,5,Highly recommend,2024-11-06,True,86,False
797260,358115,591844,1,Could be better,2021-02-22,True,117,False
725646,388188,520941,5,Average quality,2023-11-01,True,36,False
740861,396835,588715,3,Works as advertised,2022-10-23,True,112,False
731150,322871,550096,1,Average quality,2022-01-17,True,14,False
742169,397404,529561,4,Not what I expected,2022-05-12,True,67,False
704461,384518,599570,1,Solid build quality,2022-07-16,True,2,False
786470,317275,590560,4,Works as advertised,2023-07-31,True,56,False
776576,317038,542359,4,Decent for the price,2023-09-09,True,89,False
771941,320232,593361,4,Not what I expected,2023-04-27,True,26,False
763764,370592,505311,2,Great product!,2022-01-26,True,106,False
741141,390964,538115,5,Decent for the price,2022-12-20,True,5,True
752935,304288,557310,4,Would buy again,2023-01-03,True,7,False
766741,341704,537108,5,Disappointed,2024-09-26,True,83,False
755913,363483,523721,1,Very good quality,2023-08-05,True,14,False
756707,304373,577275,1,Exceeded expectations,2023-06-12,True,67,False
783434,388815,567627,3,Very good quality,2022-01-21,True,40,True
724219,306868,588526,4,Perfect gift,2024-08-06,True,43,False
726465,385823,586944,5,Average quality,2023-05-14,True,16,False
730776,368937,534212,3,Very good quality,2022-10-24,True,18,False
725249,326896,598817,2,"Fast shipping, good product",2021-02-06,True,38,False
797006,360455,505211,1,Could be better,2023-12-03,True,64,False
742654,360981,574770,5,Exceeded expectations,2021-06-03,True,7,False
721346,349808,549408,5,Disappointed,2024-09-08,True,55,False
743291,354460,553234,3,Average quality,2023-09-24,True,54,False
743842,385814,551932,4,Could be better,2023-02-28,True,105,False
797362,388452,583870,4,Very good quality,2021-05-13,True,21,True
776327,385097,563126,2,Great product!,2024-05-18,True,55,False
761524,369942,526992,5,Exceeded expectations,2024-06-13,True,55,False
747288,397404,559328,4,Great product!,2024-03-14,True,46,False
785132,370329,579429,4,Highly recommend,2021-10-16,True,3,False
712680,326318,551832,4,Perfect gift,2023-01-05,True,29,False
768374,363483,505746,5,Good value,2023-04-13,True,80,True
724068,305167,581982,5,Good value,2021-02-24,True,55,False
799129,383611,574852,5,Decent for the price,2024-10-27,True,36,False
712853,320253,535435,4,Five stars,2021-04-12,True,91,False
799911,338680,576454,3,Good value,2021-06-06,True,47,False
778252,323021,529328,5,Average quality,2023-12-19,True,86,False
775923,330539,522553,4,Great product!,2022-12-05,True,58,False
763210,312217,574117,3,Great product!,2021-06-16,True,97,False
723357,350422,527351,5,Solid build quality,2021-03-08,True,66,False
734636,349131,524039,4,Exactly as described,2022-10-15,True,19,False
779309,373048,583317,4,Average quality,2021-04-15,True,54,False
785982,363242,546919,5,Could be better,2022-06-02,True,105,False
704658,355872,501010,5,Works as advertised,2024-10-11,True,108,False
781141,313173,502408,5,Great product!,2021-10-26,True,102,False
742902,330539,539755,3,Works as advertised,2024-04-16,True,117,False
774491,397605,510464,4,Solid build quality,2022-11-04,True,26,False
749467,391655,556100,1,Highly recommend,2023-03-21,True,12,False
703139,380694,573765,4,Good value,2022-03-20,True,28,False
721408,393343,575825,4,Great product!,2022-11-20,True,101,False
768254,397853,538759,2,Solid build quality,2021-11-25,True,65,False
704895,382155,548780,4,Would buy again,2023-02-12,True,66,False
772287,342437,577292,5,Exactly as described,2022-11-10,True,12,False
754311,376869,554358,3,Exceeded expectations,2023-04-30,True,6,False
793941,319442,557621,4,Disappointed,2023-05-02,True,69,False
762612,313173,501412,5,Works as advertised,2021-12-27,True,24,False
734045,300336,583255,4,Average quality,2023-03-25,True,65,False
703282,345293,532895,5,Could be better,2023-11-21,True,106,False
703533,339210,542859,5,Exactly as described,2022-12-25,True,101,False
715268,301792,540470,5,Exceeded expectations,2022-09-29,True,33,False
748835,317927,594150,5,Solid build quality,2024-07-29,True,45,False
764757,330613,538482,2,Good value,2021-08-17,True,12,False
743215,342437,510118,2,Works as advertised,2024-03-07,True,57,False
701329,320706,593787,4,Exceeded expectations,2024-05-31,True,109,False
738908,375965,571834,4,Perfect gift,2024-05-14,True,40,False
719469,379964,562174,5,Good value,2023-10-12,True,105,False
723779,326111,552459,4,Could be better,2021-06-13,True,0,False
784335,378301,576215,5,Highly recommend,2024-08-24,True,4,False
736570,318964,537873,2,Disappointed,2022-08-31,True,4,False
786904,344375,588759,5,Works as advertised,2021-06-13,True,108,False
736400,315220,529220,2,Very good quality,2024-01-07,True,40,False
763730,314896,581986,4,Good value,2021-10-14,True,112,False
744367,334362,529967,4,Would buy again,2021-06-28,True,90,False
737516,333466,586227,5,Good value,2021-11-08,True,81,False
785045,383695,516894,4,Great product!,2022-03-30,True,33,False
799299,378269,523638,5,Great product!,2021-02-25,True,38,False
768353,366039,535579,4,Would buy again,2022-06-23,True,76,False
781591,359609,591585,5,Very good quality,2022-05-23,True,35,False
744789,356370,580862,4,Decent for the price,2024-08-18,True,80,False
721096,342176,580626,5,Good value,2021-07-09,True,109,False
794592,324727,538027,5,Could be better,2021-12-20,True,102,False
757959,364923,569167,3,Would buy again,2021-12-23,True,64,False
736947,389873,551842,5,Perfect gift,2023-05-29,True,59,False
754308,352640,589293,4,Decent for the price,2022-05-08,True,108,False
761325,322280,504167,3,Decent for the price,2021-03-01,True,4,False
737746,357898,542120,5,Could be better,2024-01-05,True,95,False
703489,372578,512258,5,Average quality,2022-02-20,True,115,False
703953,342176,583767,5,Great product!,2024-09-07,True,78,False
733360,320706,577165,3,Average quality,2024-10-14,True,93,False
721530,333681,564597,4,Disappointed,2023-07-15,True,57,False
738696,392260,571214,5,Not what I expected,2023-05-27,True,81,False
709841,348843,564700,3,Average quality,2023-12-28,True,106,False
739640,341704,540444,1,Very good quality,2021-07-15,True,70,False
723545,397609,526528,5,Great product!,2022-09-19,True,42,False
776827,354008,502408,5,Great product!,2021-10-07,True,28,False
758379,352089,552597,5,Solid build quality,2022-05-04,True,56,False
788076,311188,583931,1,Good value,2022-10-12,True,114,False
791500,302011,539882,4,Solid build quality,2022-01-23,True,58,False
760312,318758,599187,5,Perfect gift,2022-10-18,True,27,False
798323,306428,516643,5,Very good quality,2021-04-27,True,87,False
706654,365323,520431,4,Love it!,2023-12-05,True,30,False
721563,316011,509101,5,Solid build quality,2023-09-28,True,81,False
783326,330771,514575,4,Works as advertised,2021-06-16,True,116,False
