item_id,order_id,product_id,quantity,unit_price,line_discount_pct,line_total
632425,501686,329571,1,288.53,10,259.68
638467,527351,350422,1,123.84,10,111.46
616891,523159,304705,3,400.37,0,1201.11
649778,515734,300336,1,227.04,,227.04
680685,526864,344424,1,20.44,10,18.4
694866,529677,312739,1,468.56,,468.56
693934,548808,317892,1,53.32,,53.32
600331,514920,386870,1,150.9,,150.9
631993,533046,397735,1,326.21,5,309.9
647812,503830,342992,1,437.15,10,393.44
675094,529561,397404,2,425.19,,850.38
611074,508553,354524,1,512.14,,512.14
609926,523894,355615,1,233.06,,233.06
606950,557215,319936,1,249.74,5,237.25
611998,509592,357711,1,231.09,10,207.98
636737,518081,301792,1,367.82,,367.82
611675,595983,317038,3,316.23,,948.69
642174,548626,352089,1,251.31,,251.31
622207,598954,335018,1,35.43,,35.43
600980,519232,364139,2,371.51,,743.02
629623,524142,370701,1,285.63,,285.63
667022,545129,395631,1,400.97,,400.97
666084,537727,315915,3,173.52,,520.56
619575,507473,312219,1,65.03,,65.03
674671,570999,397404,1,425.19,0,425.19
620949,505211,334663,1,479.78,15,407.81
653765,584152,303794,3,67.86,,203.58
643234,501862,331186,1,417.42,5,396.55
658029,559301,399663,1,308.91,,308.91
615844,517295,307972,1,588.86,,588.86
652700,513767,319442,2,163.63,,327.26
618973,541687,342516,4,23.48,,93.92
610186,501030,328705,2,597.99,15,1016.58
628032,516901,342437,5,233.99,,1169.95
601508,561274,352098,4,508.07,,2032.28
634271,589212,361894,1,214.16,,214.16
699414,520227,337700,1,362.67,0,362.67
698491,550269,306028,4,485.51,,1942.04
637447,575028,388125,2,314.94,,629.88
607449,553500,317781,2,520.93,,1041.86
637168,591657,397290,2,596.26,,1192.52
667488,599891,374946,4,97.29,5,369.7
672548,514399,373048,2,562.38,,1124.76
683865,549358,337667,2,299.45,,598.9
657636,561225,339599,2,33.69,,67.38
638052,590800,338680,5,125.39,,626.95
651391,572096,304373,1,108.43,,108.43
678008,586121,371643,1,42.97,,42.97
656668,554773,370329,1,52.12,5,49.51
612803,584206,319442,3,163.63,,490.89
601018,597464,304373,2,108.43,,216.86
685116,579959,390964,2,277.77,,555.54
642172,555145,358756,1,352.13,,352.13
677312,505377,364569,1,350.7,,350.7
681358,597292,318320,2,587.97,15,999.55
608695,571264,331365,1,468.57,,468.57
622713,522497,358756,2,352.13,,704.26
631889,516683,378301,1,134.7,,134.7
664379,505232,364923,3,317.0,10,855.9
653910,560029,316614,2,71.64,,143.28
661527,506540,315396,2,560.89,,1121.78
662269,515818,397853,3,216.83,,650.49
617782,543077,341704,1,336.58,,336.58
665338,560140,335720,5,275.57,,1377.85
694192,511569,339132,1,580.4,,580.4
604284,504730,387881,1,197.45,0,197.45
642677,529627,376858,1,6.96,15,5.92
659476,556012,350604,3,344.01,5,980.43
668014,596346,382242,2,121.87,,243.74
696221,500632,376011,4,338.72,,1354.88
657230,517758,350196,2,270.62,15,460.05
645322,570843,337072,1,483.35,5,459.18
644803,583447,377812,1,360.76,,360.76
690671,582603,327801,1,310.02,,310.02
620191,513865,389705,1,434.09,,434.09
600570,577610,383442,2,157.66,,315.32
642780,564022,308799,2,347.95,,695.9
635321,532302,301231,2,270.42,,540.84
672961,529975,399035,1,56.46,15,47.99
628426,501366,326896,1,397.97,15,338.27
660205,583255,324920,1,569.18,10,512.26
640455,592461,389928,2,507.19,,1014.38
652443,511428,331566,1,531.86,,531.86
679472,531534,318894,4,228.74,,914.96
693967,548499,359682,1,324.3,,324.3
688891,541661,397671,1,65.97,,65.97
605738,542826,324727,1,209.98,,209.98
655708,548973,392435,1,231.48,0,231.48
699082,583620,342516,1,23.48,,23.48
639470,576357,332850,2,110.9,15,188.53
665162,554912,338684,1,568.53,,568.53
654220,502611,385316,5,145.1,,725.5
633007,582596,318320,1,587.97,,587.97
607901,573967,376011,1,338.72,5,321.78
648886,505232,301947,2,171.1,,342.2
680854,574407,376869,1,540.61,,540.61
600120,578439,315292,1,40.76,15,34.65
683596,589053,339535,1,455.6,,455.6
690417,574122,330647,1,34.2,10,30.78
637471,550701,363483,1,560.67,0,560.67
634607,509525,354379,2,597.03,15,1014.95
601713,567708,389873,1,289.79,,289.79
691975,569978,359890,1,91.82,5,87.23
672274,531718,305167,2,221.49,0,442.98
632649,521073,331946,1,571.9,,571.9
624708,572664,385841,4,75.32,15,256.09
696312,566062,311846,4,584.71,,2338.84
696456,505536,320006,4,184.04,,736.16
651092,573995,301824,1,316.36,0,316.36
676668,526828,347823,2,398.35,,796.7
619418,510811,360443,2,351.68,,703.36
609783,559987,376619,1,98.82,,98.82
643566,506763,308799,5,347.95,,1739.75
688867,599743,316540,1,162.76,,162.76
618003,593550,367271,1,214.05,0,214.05
653604,558593,340963,1,14.67,,14.67
605345,507453,300371,1,258.59,,258.59
685251,598683,387177,2,455.62,,911.24
652559,560903,380931,2,51.36,,102.72
639122,586267,301061,3,469.73,,1409.19
640382,513412,343065,1,252.29,,252.29
687951,514579,382978,1,512.39,,512.39
613143,513925,373584,1,250.33,,250.33
655514,519865,301824,2,316.36,15,537.81
618273,551069,371643,2,42.97,,85.94
624267,554127,322871,1,484.06,,484.06
601438,554003,320232,2,422.46,,844.92
625424,544868,397973,1,474.78,,474.78
634245,518513,385823,2,396.89,,793.78
649187,583775,356881,2,369.31,,738.62
670642,547066,332007,2,561.44,15,954.45
683907,580850,316614,2,71.64,,143.28
637198,521917,398174,2,123.5,,247.0
630108,537915,334362,1,477.65,,477.65
668575,527710,394481,1,8.18,,8.18
687670,559695,391289,2,547.78,5,1040.78
677537,575050,329949,3,593.34,,1780.02
644290,506859,353736,1,566.06,,566.06
632993,537441,324920,1,569.18,,569.18
665218,514417,389889,2,167.78,15,285.23
658591,538367,330647,2,34.2,15,58.14
694645,567106,312219,2,65.03,,130.06
610216,501003,371643,3,42.97,,128.91
684482,581768,309150,4,150.69,,602.76
650486,552730,376619,2,98.82,,197.64
604252,586227,333466,2,475.93,,951.86
634422,550242,312217,1,208.32,15,177.07
669078,542838,342437,3,233.99,10,631.77
604044,576368,319936,2,249.74,0,499.48
648140,531117,309681,2,351.89,,703.78
661376,584277,390794,1,116.23,,116.23
630826,512270,383611,2,367.32,10,661.18
642896,582593,312999,1,496.92,,496.92
671334,585780,363335,5,6.62,,33.1
665585,537143,355872,5,315.97,15,1342.87
634311,501173,322280,1,493.88,0,493.88
634716,578487,312739,4,468.56,5,1780.53
645178,593302,370329,1,52.12,,52.12
634714,501103,320253,2,317.15,,634.3
672899,556066,338684,1,568.53,15,483.25
616221,560771,331946,1,571.9,5,543.3
616516,580145,389928,2,507.19,15,862.22
640835,585313,324878,2,504.77,,1009.54
653093,519039,331091,1,511.48,,511.48
612348,562779,364178,1,77.51,10,69.76
687992,548796,370457,1,24.17,,24.17
642606,548471,359441,1,378.86,,378.86
660179,542290,347823,1,398.35,,398.35
605919,505230,320006,1,184.04,0,184.04
676697,536903,354459,1,480.6,,480.6
669907,580729,386991,2,295.54,,591.08
617243,590709,352089,3,251.31,,753.93
662409,509963,379887,2,330.48,,660.96
617265,569070,371643,1,42.97,,42.97
674401,503984,311846,1,584.71,,584.71
600913,585399,347012,2,58.86,5,111.83
669018,533371,385316,1,145.1,5,137.84
674419,561725,358138,2,594.46,,1188.92
622313,569482,303794,2,67.86,,135.72
677077,537915,358115,1,575.18,,575.18
603939,551617,329038,3,441.1,0,1323.3
627656,597244,359441,2,378.86,15,644.06
615683,591673,351879,5,68.63,,343.15
698839,586816,372264,3,426.52,,1279.56
671978,525699,385814,2,82.46,5,156.67
670278,552232,390480,2,190.68,,381.36
613938,533371,383819,1,172.17,,172.17
624581,514925,360981,2,34.53,,69.06
647251,563197,388452,1,111.28,,111.28
647787,557215,395991,1,81.08,,81.08
671123,556124,300371,4,258.59,,1034.36
685498,557873,385097,1,521.9,,521.9
612423,521177,342823,2,291.92,0,583.84
602638,512353,330162,1,171.06,,171.06
689881,586944,385823,5,396.89,,1984.45
688576,554358,385175,1,308.93,,308.93
629335,507701,388452,1,111.28,,111.28
674509,589244,370912,1,595.13,,595.13
607285,538653,357711,2,231.09,,462.18
675274,519030,372924,2,431.98,,863.96
670212,597387,334362,3,477.65,15,1218.01
669390,530135,368347,1,137.29,,137.29
600496,548577,316011,3,516.78,,1550.34
693730,553440,355176,1,401.17,,401.17
630320,575051,329015,1,59.67,,59.67
683854,537396,326111,1,399.17,,399.17
647066,540444,366039,1,460.0,5,437.0
638714,563303,365771,1,313.05,,313.05
621679,511719,399536,4,439.89,,1759.56
666146,538482,301792,1,367.82,,367.82
656119,528004,383066,3,150.5,5,428.92
699832,509863,358287,2,535.87,,1071.74
697593,556792,390480,1,190.68,10,171.61
639277,545146,353736,1,566.06,10,509.45
683749,511023,382978,1,512.39,,512.39
689391,544291,314201,1,492.32,,492.32
634742,585487,393926,2,360.05,,720.1
633528,502686,342437,1,233.99,0,233.99
679888,530675,345293,3,137.87,,413.61
638711,575573,333466,4,475.93,,1903.72
663294,539142,304373,5,108.43,,542.15
653056,553283,312739,1,468.56,,468.56
686626,501275,359890,1,91.82,,91.82
687703,544599,346179,1,99.82,,99.82
684269,518377,376869,2,540.61,10,973.1
656381,570222,379806,4,481.78,0,1927.12
686011,530135,316614,1,71.64,,71.64
611746,518178,358153,2,457.48,10,823.46
638879,564764,343573,1,201.75,,201.75
623889,543076,360236,1,465.54,5,442.26
643475,574117,346179,3,99.82,,299.46
669535,584361,362781,1,336.48,,336.48
643496,599756,314871,1,581.9,,581.9
663606,564673,338652,3,155.51,15,396.55
680363,563195,329451,4,526.44,,2105.76
631618,511382,397404,1,425.19,,425.19
639700,512093,391983,2,544.56,15,925.75
660260,543976,331566,1,531.86,,531.86
606923,523627,317322,1,449.94,10,404.95
675546,501374,353516,2,316.33,15,537.76
658319,510191,331186,1,417.42,,417.42
645818,502135,302875,2,394.47,,788.94
612128,502472,313022,1,158.53,,158.53
618594,575109,352640,1,177.89,10,160.1
633481,532900,355615,1,233.06,,233.06
609665,518197,334663,1,479.78,,479.78
684525,588510,376869,1,540.61,10,486.55
657871,529723,397671,2,65.97,,131.94
699015,550641,306868,1,374.46,,374.46
679501,543846,314150,1,570.32,,570.32
640492,584090,380694,2,535.76,,1071.52
623226,580546,356606,2,24.01,15,40.82
637670,560142,385316,2,145.1,,290.2
643549,587041,326896,1,397.97,,397.97
605256,513933,378561,1,583.56,5,554.38
677150,550047,350422,1,123.84,,123.84
618249,528451,358529,1,403.54,0,403.54
606102,537621,396835,4,426.35,,1705.4
631408,538525,357711,1,231.09,15,196.43
608037,542826,319442,2,163.63,,327.26
611313,592335,354935,1,134.03,0,134.03
681794,500411,331186,1,417.42,,417.42
645928,535422,374946,4,97.29,,389.16
622224,566278,316199,1,512.81,,512.81
618122,590466,359609,2,18.16,,36.32
670765,599091,339608,4,375.78,,1503.12
644797,589560,349060,2,79.42,5,150.9
600087,518033,336666,1,116.48,,116.48
695796,546171,334663,1,479.78,0,479.78
690779,576468,329817,1,222.41,,222.41
619200,545105,354459,1,480.6,,480.6
639392,576466,362422,2,540.59,10,973.06
660091,580073,389364,1,108.64,,108.64
613212,555673,318964,1,53.02,10,47.72
647560,516626,366263,2,285.29,,570.58
621927,550672,386400,2,330.77,10,595.39
664893,550390,390480,1,190.68,,190.68
649421,588164,392435,1,231.48,,231.48
632036,591976,344375,2,558.29,,1116.58
692877,551109,339535,1,455.6,5,432.82
650597,553144,337512,1,121.89,15,103.61
649741,581913,329949,1,593.34,,593.34
668798,575779,330539,2,294.46,,588.92
663282,577822,370457,2,24.17,15,41.09
603223,551790,384323,1,100.52,,100.52
676795,532895,390476,1,207.36,,207.36
672423,506790,391422,2,271.87,0,543.74
676609,548080,376724,1,516.8,10,465.12
601408,576608,374946,5,97.29,10,437.81
637389,577737,310350,2,273.51,,547.02
646578,500897,346955,2,594.8,,1189.6
605487,594264,349986,1,72.72,,72.72
670843,568508,388647,1,123.37,,123.37
625696,580423,364923,3,317.0,,951.0
681316,533023,308285,1,317.0,0,317.0
632945,564618,347012,1,58.86,,58.86
661894,542120,359609,5,18.16,,90.8
623652,513792,309681,1,351.89,10,316.7
607075,599203,313173,2,199.73,,399.46
660689,582283,316505,3,12.11,,36.33
655122,560485,379482,1,403.79,,403.79
675383,538908,337667,1,299.45,,299.45
647807,531483,300336,1,227.04,,227.04
626183,540414,385461,1,506.3,,506.3
652236,590773,317927,4,294.87,,1179.48
671086,584205,344424,1,20.44,15,17.37
680632,565302,365107,1,574.23,,574.23
619781,577165,356881,1,369.31,,369.31
624443,555986,359878,4,355.86,15,1209.92
621709,563810,372199,1,287.99,15,244.79
669183,504129,399663,1,308.91,10,278.02
674777,578478,305720,1,247.9,,247.9
690068,551673,373608,1,55.14,5,52.38
666459,594102,365836,1,554.86,,554.86
661292,584026,343713,2,411.3,,822.6
668508,514570,376931,1,118.51,10,106.66
625123,535092,370807,2,336.83,,673.66
623764,570974,356606,1,24.01,10,21.61
650294,539120,376011,2,338.72,0,677.44
675895,558839,368937,1,251.21,,251.21
662967,552222,320253,1,317.15,,317.15
605771,531814,312463,4,263.28,,1053.12
628973,521452,370804,2,539.62,,1079.24
653216,532121,321805,1,127.08,,127.08
661130,538609,323600,2,24.26,,48.52
646774,543916,312217,3,208.32,15,531.22
684470,568671,353476,2,189.19,,378.38
665720,515229,319936,1,249.74,,249.74
668725,531466,311846,1,584.71,,584.71
608412,535955,385097,1,521.9,15,443.61
627880,524319,312735,5,84.9,,424.5
647738,510114,318894,1,228.74,,228.74
622612,583101,359469,4,562.1,0,2248.4
672043,535522,337700,1,362.67,,362.67
688520,535424,395236,2,197.07,15,335.02
646020,522595,307936,2,121.41,,242.82
681181,534172,387881,5,197.45,0,987.25
603895,553444,354459,1,480.6,,480.6
663252,544428,352262,1,481.92,10,433.73
654725,530169,392260,1,496.46,,496.46
646642,548564,309632,1,261.25,15,222.06
678214,530273,337512,1,121.89,,121.89
699609,522631,329949,4,593.34,0,2373.36
646702,551420,332853,1,72.03,,72.03
641536,556178,383695,1,419.73,,419.73
674058,523947,312735,1,84.9,,84.9
607498,572035,308799,2,347.95,,695.9
607436,509525,382345,2,417.6,,835.2
677569,521346,305167,1,221.49,,221.49
646364,590560,371874,1,94.22,0,94.22
628088,579514,363242,2,51.95,,103.9
675852,571214,392260,1,496.46,,496.46
692819,598662,320181,1,475.86,,475.86
666743,522477,385823,1,396.89,,396.89
638521,512355,366039,3,460.0,,1380.0
684219,533492,384518,2,359.65,,719.3
678872,595171,384889,1,232.01,,232.01
662974,546123,351879,3,68.63,,205.89
601116,547449,381691,2,240.36,,480.72
638767,572262,383066,1,150.5,,150.5
661963,509344,347823,2,398.35,,796.7
608138,598961,331946,1,571.9,,571.9
693704,526416,370807,2,336.83,,673.66
629013,578840,300371,5,258.59,,1292.95
694389,501726,312219,1,65.03,,65.03
636944,504125,394203,1,49.92,5,47.42
600258,576368,397404,1,425.19,,425.19
643816,514926,343713,1,411.3,,411.3
617625,568986,363242,1,51.95,10,46.76
689790,545135,303783,1,459.67,,459.67
676206,515627,332007,3,561.44,,1684.32
634897,560690,397973,2,474.78,,949.56
609061,537144,368347,2,137.29,,274.58
676186,534200,360482,1,279.69,10,251.72
614563,567755,340963,1,14.67,,14.67
636998,581910,385175,1,308.93,,308.93
643722,570480,346820,2,80.98,15,137.67
670241,512527,302799,3,436.96,0,1310.88
681162,557270,333289,1,552.89,,552.89
622882,580022,383611,1,367.32,,367.32
681896,555800,397218,1,254.97,,254.97
659326,573675,366616,4,499.67,,1998.68
603916,512615,376931,4,118.51,,474.04
684327,538115,374963,1,589.02,,589.02
670624,587364,349941,1,484.28,0,484.28
622108,537599,359600,2,9.41,0,18.82
684285,542978,303783,1,459.67,,459.67
692247,533462,359600,1,9.41,,9.41
604285,501823,362781,1,336.48,0,336.48
653319,590708,384323,2,100.52,10,180.94
673666,555681,322280,2,493.88,,987.76
604562,568790,390476,1,207.36,,207.36
667973,517208,388389,3,469.53,,1408.59
653146,570243,389539,1,586.34,5,557.02
627925,554104,349441,3,409.79,,1229.37
651214,582784,342516,1,23.48,,23.48
655979,550842,312739,1,468.56,,468.56
620666,549805,364569,1,350.7,5,333.16
693308,571351,397853,2,216.83,,433.66
684712,575383,370912,1,595.13,,595.13
615883,508387,355176,2,401.17,,802.34
630240,596199,314201,1,492.32,,492.32
692550,594809,348843,1,150.95,,150.95
614146,588049,394481,2,8.18,,16.36
630183,586195,316540,1,162.76,,162.76
605281,511609,329817,1,222.41,,222.41
659814,577443,329949,3,593.34,,1780.02
610171,566333,385814,3,82.46,,247.38
697956,588840,364139,1,371.51,,371.51
653358,536336,375965,1,532.86,,532.86
677972,521823,317781,1,520.93,,520.93
646722,539882,339893,2,524.25,,1048.5
621274,533371,340730,1,499.85,5,474.86
609221,551069,396835,1,426.35,,426.35
646318,552183,368955,1,582.57,,582.57
652138,559904,378269,1,293.52,0,293.52
689949,537441,363532,1,34.6,,34.6
603285,521913,388395,1,140.78,,140.78
646027,535593,339893,5,524.25,,2621.25
650016,557250,338452,3,77.89,15,198.62
675870,589816,342516,1,23.48,,23.48
670046,526702,306629,1,288.37,5,273.95
661749,503774,331186,1,417.42,,417.42
630178,531852,330613,1,144.32,0,144.32
643493,528984,354387,1,152.5,,152.5
687226,503097,381205,1,530.27,,530.27
618054,554458,384109,2,348.98,15,593.27
653651,577822,346984,2,545.43,0,1090.86
673936,589055,365771,2,313.05,,626.1
608162,508509,386363,1,554.42,,554.42
674197,550386,329817,2,222.41,15,378.1
605383,590887,388835,1,405.6,,405.6
609110,596543,356606,1,24.01,,24.01
639780,530967,338452,1,77.89,,77.89
666134,501577,319080,2,320.0,,640.0
681163,553873,358529,2,403.54,,807.08
683163,582403,350140,2,36.86,,73.72
663938,579622,354935,1,134.03,15,113.93
647298,564323,318449,1,83.02,10,74.72
638870,532253,379887,4,330.48,10,1189.73
666042,527202,317172,1,521.5,,521.5
636361,571898,335018,1,35.43,,35.43
610929,558811,305943,4,152.19,,608.76
614260,508930,324727,1,209.98,,209.98
676862,535644,379887,2,330.48,,660.96
674947,585455,306868,1,374.46,,374.46
637390,569970,357898,2,505.17,,1010.34
699890,560902,379482,1,403.79,,403.79
664244,559691,357898,1,505.17,,505.17
643650,524534,352640,1,177.89,,177.89
657236,567865,339599,2,33.69,,67.38
630132,506505,308330,1,585.47,,585.47
693112,501412,313173,1,199.73,0,199.73
631211,558805,376435,1,239.9,,239.9
667510,581132,312739,2,468.56,15,796.55
658130,588403,391289,1,547.78,10,493.0
677123,517295,399035,1,56.46,,56.46
629741,593626,373608,1,55.14,,55.14
628309,599203,384896,1,490.93,,490.93
623957,518876,328477,2,385.11,15,654.69
629549,595386,357779,1,284.45,,284.45
645459,547073,379354,1,274.68,,274.68
653112,518720,391521,2,132.99,,265.98
676192,506870,386275,2,62.97,15,107.05
612324,527934,345236,1,68.83,0,68.83
695977,522257,342437,1,233.99,,233.99
699035,503268,366616,2,499.67,,999.34
606787,558337,314871,2,581.9,,1163.8
659604,597692,335976,3,78.31,,234.93
613724,501807,398848,2,255.79,,511.58
604863,550907,382578,4,264.54,,1058.16
665101,579183,354379,1,597.03,,597.03
619833,585411,371364,2,261.52,,523.04
682359,520388,388835,1,405.6,5,385.32
653677,505896,308799,1,347.95,,347.95
633110,560486,393032,4,363.42,,1453.68
649062,567158,386870,1,150.9,0,150.9
649555,589085,359890,1,91.82,,91.82
624309,578487,394692,1,195.79,0,195.79
678038,517103,337700,1,362.67,,362.67
